"ID" "name" "Binom_Genome_Fraction" "Binom_Expected" "Binom_Observed_Region_Hits" "Binom_Fold_Enrichment" "Binom_Region_Set_Coverage" "Binom_Raw_PValue" "Binom_Adjp_BH" "Hyper_Total_Genes" "Hyper_Expected" "Hyper_Observed_Gene_Hits" "Hyper_Fold_Enrichment" "Hyper_Gene_Set_Coverage" "Hyper_Term_Gene_Coverage" "Hyper_Raw_PValue" "Hyper_Adjp_BH"
"12404" "GO:1905663" "positive regulation of telomerase RNA reverse transcriptase activity" 2.894123e-05 0.003125653 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12405" "GO:1905664" "regulation of calcium ion import across plasma membrane" 0.0005166873 0.05580222 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12406" "GO:1905665" "positive regulation of calcium ion import across plasma membrane" 0.0003333777 0.03600479 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12407" "GO:1905668" "positive regulation of protein localization to endosome" 0.001045327 0.1128953 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"12408" "GO:1905671" "regulation of lysosome organization" 9.256148e-05 0.009996639 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12409" "GO:1905672" "negative regulation of lysosome organization" 1.023517e-05 0.001105398 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12410" "GO:1905695" "positive regulation of phosphatidic acid biosynthetic process" 6.469634e-05 0.006987205 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12411" "GO:1905696" "regulation of polysome binding" 6.048639e-05 0.00653253 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12412" "GO:1905698" "positive regulation of polysome binding" 4.641445e-05 0.00501276 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12413" "GO:1905705" "cellular response to paclitaxel" 2.87316e-05 0.003103013 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12414" "GO:1905710" "positive regulation of membrane permeability" 0.001138883 0.1229994 0 0 0 1 1 19 0.1705071 0 0 0 0 1 1
"12415" "GO:1905711" "response to phosphatidylethanolamine" 2.222329e-05 0.002400115 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12416" "GO:1905719" "protein localization to perinuclear region of cytoplasm" 2.485102e-05 0.00268391 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12417" "GO:1905747" "negative regulation of saliva secretion" 5.851475e-05 0.006319593 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12418" "GO:1905748" "hard palate morphogenesis" 5.851475e-05 0.006319593 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12419" "GO:1905751" "positive regulation of endosome to plasma membrane protein transport" 2.266257e-06 0.0002447557 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12420" "GO:1905765" "negative regulation of protection from non-homologous end joining at telomere" 0.0007705129 0.08321539 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12421" "GO:1905768" "negative regulation of double-stranded telomeric DNA binding" 0.0004312675 0.04657689 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12422" "GO:1905776" "positive regulation of DNA helicase activity" 0.0004205783 0.04542246 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12423" "GO:1905778" "negative regulation of exonuclease activity" 0.0002467447 0.02664843 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12424" "GO:1990000" "amyloid fibril formation" 0.0007300916 0.07884989 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"12425" "GO:1990001" "inhibition of cysteine-type endopeptidase activity involved in apoptotic process" 0.0004009053 0.04329778 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"12426" "GO:1990009" "retinal cell apoptotic process" 0.0004960167 0.05356981 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12427" "GO:1990022" "RNA polymerase III complex localization to nucleus" 3.021827e-05 0.003263573 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12428" "GO:1990029" "vasomotion" 8.413704e-05 0.009086801 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12429" "GO:1990034" "calcium ion export from cell" 0.0007331412 0.07917925 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12430" "GO:1990036" "calcium ion import into sarcoplasmic reticulum" 7.207678e-05 0.007784292 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12431" "GO:1990046" "stress-induced mitochondrial fusion" 3.239992e-06 0.0003499191 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12432" "GO:1990048" "anterograde neuronal dense core vesicle transport" 0.0001863218 0.02012275 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12433" "GO:1990051" "activation of protein kinase C activity" 0.0001756821 0.01897367 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12434" "GO:1990074" "polyuridylation-dependent mRNA catabolic process" 0.0001561224 0.01686122 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12435" "GO:1990079" "cartilage homeostasis" 3.830427e-05 0.004136861 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12436" "GO:1990086" "lens fiber cell apoptotic process" 0.0007374883 0.07964873 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12437" "GO:1990089" "response to nerve growth factor" 0.005908637 0.6381328 0 0 0 1 1 48 0.4307548 0 0 0 0 1 1
"12438" "GO:1990090" "cellular response to nerve growth factor stimulus" 0.005466254 0.5903554 0 0 0 1 1 46 0.4128067 0 0 0 0 1 1
"12439" "GO:1990108" "protein linear deubiquitination" 0.0002295393 0.02479025 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12440" "GO:1990117" "B cell receptor apoptotic signaling pathway" 7.904326e-06 0.0008536672 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12441" "GO:1990123" "L-glutamate import into cell" 0.0007999206 0.08639143 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"12442" "GO:1990126" "retrograde transport, endosome to plasma membrane" 0.001029784 0.1112166 0 0 0 1 1 18 0.1615331 0 0 0 0 1 1
"12443" "GO:1990141" "chromatin silencing at centromere outer repeat region" 0.0001456746 0.01573286 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12444" "GO:1990144" "intrinsic apoptotic signaling pathway in response to hypoxia" 4.303886e-05 0.004648197 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12445" "GO:1990145" "maintenance of translational fidelity" 0.000505739 0.05461981 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12446" "GO:1990166" "protein localization to site of double-strand break" 0.0003012561 0.03253566 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12447" "GO:1990167" "protein K27-linked deubiquitination" 6.402137e-05 0.006914308 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12448" "GO:1990168" "protein K33-linked deubiquitination" 9.079228e-05 0.009805567 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12449" "GO:1990172" "G-protein coupled receptor catabolic process" 4.328286e-05 0.004674549 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12450" "GO:1990173" "protein localization to nucleoplasm" 1.479299e-05 0.001597643 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12451" "GO:1990180" "mitochondrial tRNA 3'-end processing" 1.70109e-05 0.001837177 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12452" "GO:1990182" "exosomal secretion" 0.0003063971 0.03309089 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12453" "GO:1990227" "paranodal junction maintenance" 4.963744e-05 0.005360844 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12454" "GO:1990253" "cellular response to leucine starvation" 0.0002338539 0.02525622 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"12455" "GO:1990256" "signal clustering" 0.0002785358 0.03008186 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12456" "GO:1990258" "histone glutamine methylation" 4.072577e-05 0.004398383 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12457" "GO:1990261" "pre-mRNA catabolic process" 3.755943e-06 0.0004056418 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12458" "GO:1990262" "anti-Mullerian hormone signaling pathway" 1.769644e-05 0.001911216 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12459" "GO:1990264" "peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity" 0.0003859975 0.04168773 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12460" "GO:1990266" "neutrophil migration" 0.005307422 0.5732016 0 0 0 1 1 74 0.6640804 0 0 0 0 1 1
"12461" "GO:1990268" "response to gold nanoparticle" 2.401212e-05 0.002593309 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12462" "GO:1990280" "RNA localization to chromatin" 3.058427e-05 0.003303101 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12463" "GO:1990314" "cellular response to insulin-like growth factor stimulus" 0.001025856 0.1107925 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"12464" "GO:1990349" "gap junction-mediated intercellular transport" 3.874166e-06 0.0004184099 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12465" "GO:1990379" "lipid transport across blood brain barrier" 3.778681e-05 0.004080975 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12466" "GO:1990384" "hyaloid vascular plexus regression" 2.342252e-05 0.002529632 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12467" "GO:1990386" "mitotic cleavage furrow ingression" 3.037993e-05 0.003281032 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12468" "GO:1990390" "protein K33-linked ubiquitination" 2.345878e-05 0.002533548 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12469" "GO:1990401" "embryonic lung development" 0.0001162136 0.01255107 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12470" "GO:1990402" "embryonic liver development" 1.36304e-05 0.001472083 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12471" "GO:1990403" "embryonic brain development" 0.001298771 0.1402673 0 0 0 1 1 14 0.1256368 0 0 0 0 1 1
"12472" "GO:1990414" "replication-born double-strand break repair via sister chromatid exchange" 0.000305275 0.0329697 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12473" "GO:1990416" "cellular response to brain-derived neurotrophic factor stimulus" 0.001280101 0.1382509 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"12474" "GO:1990418" "response to insulin-like growth factor stimulus" 0.000453606 0.04898945 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12475" "GO:1990426" "mitotic recombination-dependent replication fork processing" 6.558924e-05 0.007083638 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12476" "GO:1990428" "miRNA transport" 1.555256e-05 0.001679677 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12477" "GO:1990440" "positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress" 0.0004902325 0.05294511 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"12478" "GO:1990441" "negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress" 0.000491156 0.05304485 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12479" "GO:1990442" "intrinsic apoptotic signaling pathway in response to nitrosative stress" 9.447646e-06 0.001020346 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12480" "GO:1990451" "cellular stress response to acidic pH" 3.804743e-05 0.004109122 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12481" "GO:1990502" "dense core granule maturation" 0.0003751913 0.04052066 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12482" "GO:1990504" "dense core granule exocytosis" 0.0006047827 0.06531653 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12483" "GO:1990511" "piRNA biosynthetic process" 0.0001501244 0.01621343 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12484" "GO:1990519" "mitochondrial pyrimidine nucleotide import" 0.0002100495 0.02268535 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12485" "GO:1990523" "bone regeneration" 0.0004540147 0.04903359 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12486" "GO:1990535" "neuron projection maintenance" 0.0004564305 0.0492945 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12487" "GO:1990539" "fructose import across plasma membrane" 2.100329e-05 0.002268355 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12488" "GO:1990569" "UDP-N-acetylglucosamine transmembrane transport" 0.0001080366 0.01166795 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12489" "GO:1990570" "GDP-mannose transmembrane transport" 0.0001081424 0.01167938 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12490" "GO:1990573" "potassium ion import across plasma membrane" 0.00122559 0.1323637 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"12491" "GO:1990575" "mitochondrial L-ornithine transmembrane transport" 1.969981e-05 0.00212758 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12492" "GO:1990579" "peptidyl-serine trans-autophosphorylation" 8.466319e-05 0.009143625 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12493" "GO:1990592" "protein K69-linked ufmylation" 0.0003678535 0.03972818 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12494" "GO:1990603" "dark adaptation" 5.790626e-05 0.006253876 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12495" "GO:1990613" "mitochondrial membrane fusion" 3.940529e-05 0.004255772 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12496" "GO:1990614" "mitochondrial magnesium ion transmembrane transport" 4.045306e-05 0.00436893 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12497" "GO:1990619" "histone H3-K9 deacetylation" 6.291393e-05 0.006794704 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12498" "GO:1990636" "reproductive senescence" 6.887909e-05 0.007438942 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12499" "GO:1990637" "response to prolactin" 0.0002958636 0.03195327 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12500" "GO:1990641" "response to iron ion starvation" 1.146461e-05 0.001238178 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12501" "GO:1990646" "cellular response to prolactin" 0.0001783049 0.01925693 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12502" "GO:1990654" "sebum secreting cell proliferation" 0.000299465 0.03234222 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12503" "GO:1990679" "histone H4-K12 deacetylation" 7.405749e-06 0.0007998209 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12504" "GO:1990697" "protein depalmitoleylation" 5.602564e-06 0.0006050769 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12505" "GO:1990700" "nucleolar chromatin organization" 0.0001269878 0.01371468 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12506" "GO:1990705" "cholangiocyte proliferation" 0.0005404996 0.05837395 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12507" "GO:1990708" "conditioned place preference" 0.0003143747 0.03395247 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12508" "GO:1990737" "response to manganese-induced endoplasmic reticulum stress" 2.922451e-05 0.003156247 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12509" "GO:1990743" "protein sialylation" 0.0005288446 0.05711522 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12510" "GO:1990744" "primary miRNA methylation" 1.632347e-05 0.001762935 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12511" "GO:1990755" "mitotic spindle microtubule depolymerization" 3.277272e-05 0.003539453 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12512" "GO:1990774" "tumor necrosis factor secretion" 9.292219e-05 0.0100356 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12513" "GO:1990776" "response to angiotensin" 0.002665605 0.2878853 0 0 0 1 1 23 0.2064034 0 0 0 0 1 1
"12514" "GO:1990785" "response to water-immersion restraint stress" 0.0002516319 0.02717625 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12515" "GO:1990786" "cellular response to dsDNA" 1.505814e-05 0.001626279 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12516" "GO:1990791" "dorsal root ganglion development" 0.00140686 0.1519409 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12517" "GO:1990792" "cellular response to glial cell derived neurotrophic factor" 7.716604e-06 0.0008333932 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12518" "GO:1990798" "pancreas regeneration" 2.331034e-05 0.002517517 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12519" "GO:1990809" "endoplasmic reticulum tubular network membrane organization" 0.0003144775 0.03396357 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12520" "GO:1990822" "basic amino acid transmembrane transport" 2.298702e-05 0.002482598 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12521" "GO:1990828" "hepatocyte dedifferentiation" 2.894123e-05 0.003125653 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12522" "GO:1990834" "response to odorant" 0.0004602752 0.04970972 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12523" "GO:1990845" "adaptive thermogenesis" 0.002313036 0.2498078 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"12524" "GO:1990859" "cellular response to endothelin" 2.681586e-05 0.002896113 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12525" "GO:1990864" "response to growth hormone-releasing hormone" 2.331034e-05 0.002517517 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12526" "GO:1990869" "cellular response to chemokine" 0.0008280996 0.08943476 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"12527" "GO:1990878" "cellular response to gastrin" 2.331034e-05 0.002517517 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12528" "GO:1990910" "response to hypobaric hypoxia" 0.0001313205 0.01418261 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12529" "GO:1990911" "response to psychosocial stress" 1.454446e-05 0.001570801 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12530" "GO:1990918" "double-strand break repair involved in meiotic recombination" 0.0002216074 0.0239336 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12531" "GO:1990926" "short-term synaptic potentiation" 0.0001890277 0.02041499 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12532" "GO:1990927" "calcium ion regulated lysosome exocytosis" 9.781277e-05 0.01056378 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12533" "GO:1990928" "response to amino acid starvation" 0.0001778626 0.01920916 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12534" "GO:1990938" "peptidyl-aspartic acid autophosphorylation" 1.640808e-05 0.001772072 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12535" "GO:1990953" "intramanchette transport" 1.580978e-05 0.001707457 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12536" "GO:1990962" "drug transport across blood-brain barrier" 7.446126e-05 0.008041816 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12537" "GO:1990963" "establishment of blood-retinal barrier" 7.446126e-05 0.008041816 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12538" "GO:1990966" "ATP generation from poly-ADP-D-ribose" 0.0001603184 0.01731439 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12539" "GO:1990967" "multi-organism toxin transport" 5.043705e-05 0.005447202 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12540" "GO:1990968" "modulation by host of RNA binding by virus" 3.677719e-05 0.003971937 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12541" "GO:1990969" "modulation by host of viral RNA-binding transcription factor activity" 3.677719e-05 0.003971937 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12542" "GO:1990983" "tRNA demethylation" 2.095683e-05 0.002263338 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12543" "GO:2000003" "positive regulation of DNA damage checkpoint" 2.178137e-05 0.002352388 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12544" "GO:2000005" "negative regulation of metanephric S-shaped body morphogenesis" 0.000141669 0.01530025 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12545" "GO:2000007" "negative regulation of metanephric comma-shaped body morphogenesis" 0.000141669 0.01530025 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12546" "GO:2000009" "negative regulation of protein localization to cell surface" 0.001157574 0.125018 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"12547" "GO:2000011" "regulation of adaxial/abaxial pattern formation" 7.592526e-05 0.008199928 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12548" "GO:2000015" "regulation of determination of dorsal identity" 0.0005928203 0.06402459 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"12549" "GO:2000016" "negative regulation of determination of dorsal identity" 8.677081e-05 0.009371248 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12550" "GO:2000017" "positive regulation of determination of dorsal identity" 0.0005060494 0.05465334 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12551" "GO:2000018" "regulation of male gonad development" 0.002680043 0.2894447 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"12552" "GO:2000019" "negative regulation of male gonad development" 0.0002091389 0.022587 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12553" "GO:2000020" "positive regulation of male gonad development" 0.002382828 0.2573455 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"12554" "GO:2000035" "regulation of stem cell division" 0.001151723 0.1243861 0 0 0 1 1 14 0.1256368 0 0 0 0 1 1
"12555" "GO:2000036" "regulation of stem cell population maintenance" 0.003415418 0.3688651 0 0 0 1 1 33 0.296144 0 0 0 0 1 1
"12556" "GO:2000041" "negative regulation of planar cell polarity pathway involved in axis elongation" 0.0004477606 0.04835814 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12557" "GO:2000042" "negative regulation of double-strand break repair via homologous recombination" 0.0007991693 0.08631029 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"12558" "GO:2000043" "regulation of cardiac cell fate specification" 0.0001843947 0.01991463 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12559" "GO:2000047" "regulation of cell-cell adhesion mediated by cadherin" 0.0007322271 0.07908053 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"12560" "GO:2000048" "negative regulation of cell-cell adhesion mediated by cadherin" 0.0001392248 0.01503628 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12561" "GO:2000049" "positive regulation of cell-cell adhesion mediated by cadherin" 0.0005930023 0.06404425 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12562" "GO:2000052" "positive regulation of non-canonical Wnt signaling pathway" 0.002322589 0.2508396 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"12563" "GO:2000054" "negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification" 0.0001833088 0.01979735 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12564" "GO:2000057" "negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis" 2.682001e-05 0.002896562 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12565" "GO:2000059" "negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process" 0.0005876879 0.0634703 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"12566" "GO:2000062" "negative regulation of ureter smooth muscle cell differentiation" 0.0003769306 0.04070851 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12567" "GO:2000063" "positive regulation of ureter smooth muscle cell differentiation" 0.0003769306 0.04070851 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12568" "GO:2000064" "regulation of cortisol biosynthetic process" 0.0009704965 0.1048136 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"12569" "GO:2000065" "negative regulation of cortisol biosynthetic process" 0.000850775 0.0918837 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12570" "GO:2000066" "positive regulation of cortisol biosynthetic process" 0.0001144554 0.01236118 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12571" "GO:2000074" "regulation of type B pancreatic cell development" 0.0008201753 0.08857893 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12572" "GO:2000078" "positive regulation of type B pancreatic cell development" 0.0004820162 0.05205775 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12573" "GO:2000079" "regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation" 0.0001780534 0.01922976 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12574" "GO:2000080" "negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation" 0.0001520794 0.01642458 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12575" "GO:2000081" "positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation" 2.597395e-05 0.002805186 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12576" "GO:2000096" "positive regulation of Wnt signaling pathway, planar cell polarity pathway" 0.001230302 0.1328726 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"12577" "GO:2000097" "regulation of smooth muscle cell-matrix adhesion" 0.0001442582 0.01557988 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"12578" "GO:2000098" "negative regulation of smooth muscle cell-matrix adhesion" 9.69278e-05 0.0104682 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"12579" "GO:2000103" "positive regulation of mammary stem cell proliferation" 0.0001002025 0.01082187 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12580" "GO:2000105" "positive regulation of DNA-dependent DNA replication" 0.001256394 0.1356905 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"12581" "GO:2000107" "negative regulation of leukocyte apoptotic process" 0.005104193 0.5512529 0 0 0 1 1 56 0.5025473 0 0 0 0 1 1
"12582" "GO:2000109" "regulation of macrophage apoptotic process" 0.0009516208 0.102775 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"12583" "GO:2000110" "negative regulation of macrophage apoptotic process" 0.0002481068 0.02679553 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"12584" "GO:2000111" "positive regulation of macrophage apoptotic process" 0.0006929303 0.07483647 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12585" "GO:2000114" "regulation of establishment of cell polarity" 0.003151141 0.3403232 0 0 0 1 1 20 0.1794812 0 0 0 0 1 1
"12586" "GO:2000117" "negative regulation of cysteine-type endopeptidase activity" 0.007238502 0.7817583 0 0 0 1 1 106 0.9512503 0 0 0 0 1 1
"12587" "GO:2000118" "regulation of sodium-dependent phosphate transport" 0.0002122889 0.02292721 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12588" "GO:2000119" "negative regulation of sodium-dependent phosphate transport" 2.969552e-05 0.003207116 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"12589" "GO:2000121" "regulation of removal of superoxide radicals" 0.0005881117 0.06351607 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"12590" "GO:2000124" "regulation of endocannabinoid signaling pathway" 0.0001079958 0.01166355 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"12591" "GO:2000134" "negative regulation of G1/S transition of mitotic cell cycle" 0.005015694 0.5416949 0 0 0 1 1 52 0.4666511 0 0 0 0 1 1
